locus_tag	ftype	length_bp	gene	EC_number	COG	product
BHOONDMH_02290	CDS	1062	orr_2	5.1.1.12	COG3457	Ornithine racemase
BHOONDMH_02291	CDS	279				hypothetical protein
BHOONDMH_02292	CDS	1065	iolW	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolW
BHOONDMH_02293	CDS	546	pyrE_1	2.4.2.10		Orotate phosphoribosyltransferase
BHOONDMH_02294	CDS	1065				hypothetical protein
BHOONDMH_02295	CDS	549	dosC_2	2.7.7.65		Diguanylate cyclase DosC
BHOONDMH_02296	CDS	1305				hypothetical protein
BHOONDMH_02297	CDS	1776	norR_6			Anaerobic nitric oxide reductase transcription regulator NorR
BHOONDMH_02298	CDS	1125	cshE	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshE
BHOONDMH_02299	CDS	741				hypothetical protein
BHOONDMH_02300	CDS	1347	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
BHOONDMH_02301	CDS	909				hypothetical protein
BHOONDMH_02302	CDS	1152		2.6.1.1		Aspartate aminotransferase
BHOONDMH_02303	CDS	723	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
BHOONDMH_02304	CDS	687	artQ_1		COG0765	Arginine transport system permease protein ArtQ
BHOONDMH_02305	CDS	819	artP		COG0834	Arginine-binding extracellular protein ArtP
BHOONDMH_02306	CDS	1281	larA_2	5.1.2.1	COG3875	Lactate racemase
BHOONDMH_02307	CDS	1140		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
BHOONDMH_02308	CDS	351				hypothetical protein
BHOONDMH_02309	CDS	666	cat_2	2.3.1.28		Chloramphenicol acetyltransferase
BHOONDMH_02310	CDS	213				hypothetical protein
BHOONDMH_02311	CDS	222				hypothetical protein
BHOONDMH_02312	CDS	414				hypothetical protein
BHOONDMH_02313	CDS	714				IS1595 family transposase ISBth19
BHOONDMH_02314	CDS	216				hypothetical protein
BHOONDMH_02315	CDS	396				hypothetical protein
BHOONDMH_02316	CDS	1356	dtpT_1		COG3104	Di-/tripeptide transporter
BHOONDMH_02317	CDS	1347	dtpT_2		COG3104	Di-/tripeptide transporter
BHOONDMH_02318	CDS	1089		3.4.-.-		putative peptidase
BHOONDMH_02319	CDS	882	pepIP	3.4.11.5	COG0596	Proline iminopeptidase
BHOONDMH_02320	CDS	1494				hypothetical protein
BHOONDMH_02321	CDS	1395	hisC_3	2.6.1.9		Histidinol-phosphate aminotransferase
BHOONDMH_02322	CDS	780	yddE_1	5.1.-.-	COG0384	putative isomerase YddE
BHOONDMH_02323	CDS	468				hypothetical protein
BHOONDMH_02324	CDS	501	albA	1.3.3.13		Albonoursin synthase
BHOONDMH_02325	CDS	744				hypothetical protein
BHOONDMH_02326	CDS	720	lnrL_4	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
BHOONDMH_02327	CDS	252				hypothetical protein
BHOONDMH_02328	CDS	480				hypothetical protein
BHOONDMH_02329	CDS	1290		3.1.1.3		Lipase
BHOONDMH_02330	CDS	675				hypothetical protein
BHOONDMH_02331	CDS	1182	tylCV	2.4.1.318		Demethyllactenocin mycarosyltransferase
BHOONDMH_02332	CDS	306				hypothetical protein
BHOONDMH_02333	CDS	1266	codA	3.5.4.1	COG0402	Cytosine deaminase
BHOONDMH_02334	CDS	1272	codB		COG1457	Cytosine permease
BHOONDMH_02335	CDS	132				hypothetical protein
BHOONDMH_02336	CDS	1125				hypothetical protein
BHOONDMH_02337	CDS	261				hypothetical protein
BHOONDMH_02338	CDS	1464	ykoD_4	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
BHOONDMH_02339	CDS	726	ecfT_3			Energy-coupling factor transporter transmembrane protein EcfT
BHOONDMH_02340	CDS	612				hypothetical protein
BHOONDMH_02341	CDS	963	rhaR_15			HTH-type transcriptional activator RhaR
BHOONDMH_02342	CDS	801				hypothetical protein
BHOONDMH_02343	CDS	309	ydcF		COG1434	Protein YdcF
BHOONDMH_02344	CDS	483				hypothetical protein
BHOONDMH_02345	CDS	447				hypothetical protein
BHOONDMH_02346	CDS	531				hypothetical protein
BHOONDMH_02347	CDS	1602				hypothetical protein
BHOONDMH_02348	CDS	162				hypothetical protein
BHOONDMH_02349	CDS	258				hypothetical protein
BHOONDMH_02350	CDS	1173	ynfM			Inner membrane transport protein YnfM
BHOONDMH_02351	CDS	291	mntR_3		COG1321	Transcriptional regulator MntR
BHOONDMH_02352	CDS	972	fieF_2			Ferrous-iron efflux pump FieF
BHOONDMH_02353	CDS	612				hypothetical protein
BHOONDMH_02354	CDS	576				hypothetical protein
BHOONDMH_02355	CDS	285				hypothetical protein
BHOONDMH_02356	CDS	315				hypothetical protein
BHOONDMH_02357	CDS	849				hypothetical protein
BHOONDMH_02358	CDS	516				hypothetical protein
BHOONDMH_02359	CDS	624				hypothetical protein
BHOONDMH_02360	CDS	612				hypothetical protein
BHOONDMH_02361	CDS	1170				hypothetical protein
BHOONDMH_02362	CDS	1956	tetM			Tetracycline resistance protein TetM from transposon Tn916
BHOONDMH_02363	CDS	2778				hypothetical protein
BHOONDMH_02364	CDS	1872	cadA_1	3.6.3.3		Cadmium-transporting ATPase
BHOONDMH_02365	CDS	276	ricR		COG1937	Copper-sensing transcriptional repressor RicR
BHOONDMH_02366	CDS	393				Bacteriohemerythrin
BHOONDMH_02367	CDS	291	pduA_1		COG4577	Propanediol utilization protein PduA
BHOONDMH_02368	CDS	651	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
BHOONDMH_02369	CDS	1599	adhE_3		COG1012	Aldehyde-alcohol dehydrogenase
BHOONDMH_02370	CDS	795				hypothetical protein
BHOONDMH_02371	CDS	663	eutQ		COG4766	Ethanolamine utilization protein EutQ
BHOONDMH_02372	CDS	264	ccmL			Carbon dioxide concentrating mechanism protein CcmL
BHOONDMH_02373	CDS	303				hypothetical protein
BHOONDMH_02374	CDS	846	mreB_1			Cell shape-determining protein MreB
BHOONDMH_02375	CDS	729				hypothetical protein
BHOONDMH_02376	CDS	447	pduV		COG4917	Propanediol utilization protein PduV
BHOONDMH_02377	CDS	354	pduU		COG4810	Propanediol utilization protein PduU
BHOONDMH_02378	CDS	954	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
BHOONDMH_02379	CDS	2541	cutC	4.3.99.4	COG1882	Choline trimethylamine-lyase
BHOONDMH_02380	CDS	1494	adhE_4		COG1012	Aldehyde-alcohol dehydrogenase
BHOONDMH_02381	CDS	309	pduA_2		COG4577	Propanediol utilization protein PduA
BHOONDMH_02382	CDS	297	pduA_3		COG4577	Propanediol utilization protein PduA
BHOONDMH_02383	CDS	267				hypothetical protein
BHOONDMH_02384	CDS	1113				hypothetical protein
BHOONDMH_02385	CDS	831				hypothetical protein
BHOONDMH_02386	CDS	1143	mdh	1.1.1.244		NAD-dependent methanol dehydrogenase
BHOONDMH_02387	CDS	1359	mepA_12			Multidrug export protein MepA
BHOONDMH_02388	CDS	900				hypothetical protein
BHOONDMH_02389	CDS	714				hypothetical protein
BHOONDMH_02390	CDS	303				hypothetical protein
BHOONDMH_02391	CDS	1107	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
BHOONDMH_02392	CDS	783	ywqG		COG3878	putative protein YwqG
BHOONDMH_02393	CDS	363				hypothetical protein
BHOONDMH_02394	CDS	489				hypothetical protein
BHOONDMH_02395	CDS	2559				hypothetical protein
BHOONDMH_02396	CDS	672	pgmB	5.4.2.6	COG0637	Beta-phosphoglucomutase
BHOONDMH_02397	CDS	366				hypothetical protein
BHOONDMH_02398	CDS	624				hypothetical protein
BHOONDMH_02399	CDS	126				hypothetical protein
BHOONDMH_02400	CDS	414		2.3.1.-		Acetyltransferase
BHOONDMH_02401	CDS	672				hypothetical protein
BHOONDMH_02402	CDS	528				hypothetical protein
BHOONDMH_02403	CDS	372	xerC_2			Tyrosine recombinase XerC
BHOONDMH_02404	CDS	387				hypothetical protein
BHOONDMH_02405	CDS	1083	cbrA		COG0644	Protein CbrA
BHOONDMH_02406	CDS	246				hypothetical protein
BHOONDMH_02407	CDS	492				hypothetical protein
BHOONDMH_02408	CDS	1023	neoA	1.1.1.329		2-deoxy-scyllo-inosamine dehydrogenase
BHOONDMH_02409	CDS	858	frlC	5.1.3.41	COG1082	Fructoselysine 3-epimerase
BHOONDMH_02410	CDS	1140	kanC	4.2.3.124		2-deoxy-scyllo-inosose synthase
BHOONDMH_02411	CDS	1020	sasA_18	2.7.-.-		Adaptive-response sensory-kinase SasA
BHOONDMH_02412	CDS	672	graR_6		COG0745	Response regulator protein GraR
BHOONDMH_02413	CDS	711				hypothetical protein
BHOONDMH_02414	CDS	2232				hypothetical protein
BHOONDMH_02415	CDS	876	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BHOONDMH_02416	CDS	198				hypothetical protein
BHOONDMH_02417	CDS	810				hypothetical protein
BHOONDMH_02418	CDS	789	thiG	2.8.1.10	COG2022	Thiazole synthase
BHOONDMH_02419	CDS	1158	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
BHOONDMH_02420	CDS	615	thiE_1	2.5.1.3		Thiamine-phosphate synthase
BHOONDMH_02421	CDS	2238	helD_2	3.6.4.12	COG3973	DNA helicase IV
BHOONDMH_02422	CDS	1983	yxdM_5			ABC transporter permease protein YxdM
BHOONDMH_02423	CDS	1992	bceB_3		COG0577	Bacitracin export permease protein BceB
BHOONDMH_02424	CDS	768	yxdL_7		COG1136	ABC transporter ATP-binding protein YxdL
BHOONDMH_02425	CDS	1695				hypothetical protein
BHOONDMH_02426	CDS	354				hypothetical protein
BHOONDMH_02427	CDS	2094	manR		COG1762	Transcriptional regulator ManR
BHOONDMH_02428	CDS	1365	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
BHOONDMH_02429	CDS	285				hypothetical protein
BHOONDMH_02430	CDS	438	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
BHOONDMH_02431	CDS	717	tal_2	2.2.1.2	COG0176	Transaldolase
BHOONDMH_02432	CDS	405				hypothetical protein
BHOONDMH_02433	CDS	735				hypothetical protein
BHOONDMH_02434	CDS	594	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
BHOONDMH_02435	CDS	615	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
BHOONDMH_02436	CDS	1407	dtpT_3		COG3104	Di-/tripeptide transporter
BHOONDMH_02437	CDS	741				hypothetical protein
BHOONDMH_02438	CDS	891				hypothetical protein
BHOONDMH_02439	CDS	522				hypothetical protein
BHOONDMH_02440	CDS	1062				hypothetical protein
BHOONDMH_02441	CDS	1998	fldZ	1.3.1.-		Cinnamate reductase
BHOONDMH_02442	CDS	798				hypothetical protein
BHOONDMH_02443	CDS	294				hypothetical protein
BHOONDMH_02444	CDS	450	lrpC		COG1522	HTH-type transcriptional regulator LrpC
BHOONDMH_02445	CDS	417				hypothetical protein
BHOONDMH_02446	CDS	720	ywaD	3.4.11.6	COG2234	Aminopeptidase YwaD
BHOONDMH_02447	CDS	114				hypothetical protein
BHOONDMH_02448	CDS	849	yddE_2	5.1.-.-	COG0384	putative isomerase YddE
BHOONDMH_02449	CDS	921	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
BHOONDMH_02450	CDS	1494	hisC_4	2.6.1.9		Histidinol-phosphate aminotransferase
BHOONDMH_02451	CDS	456				hypothetical protein
BHOONDMH_02452	CDS	456				hypothetical protein
BHOONDMH_02453	CDS	1032	aes_2	3.1.1.-		Acetyl esterase
BHOONDMH_02454	CDS	1353	atzA	3.8.1.8		Atrazine chlorohydrolase
BHOONDMH_02455	CDS	1344				Nucleobase transporter PlUacP
BHOONDMH_02456	CDS	900				hypothetical protein
BHOONDMH_02457	CDS	1323	steT_2		COG0531	Serine/threonine exchanger SteT
BHOONDMH_02458	CDS	735	ybdM	2.7.11.1	COG0515	putative serine/threonine-protein kinase YbdM
BHOONDMH_02459	CDS	216				hypothetical protein
BHOONDMH_02460	CDS	774	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
BHOONDMH_02461	CDS	1677				hypothetical protein
BHOONDMH_02462	CDS	1050	carE_2	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
BHOONDMH_02463	CDS	786	carD_2	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
BHOONDMH_02464	CDS	1134	carC_2	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
BHOONDMH_02465	CDS	1128	hadC	4.2.1.157	COG1775	(R)-2-hydroxyisocaproyl-CoA dehydratase beta subunit
BHOONDMH_02466	CDS	1233	hadB	4.2.1.157	COG1775	(R)-2-hydroxyisocaproyl-CoA dehydratase alpha subunit
BHOONDMH_02467	CDS	1215	fldA_2	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
BHOONDMH_02468	CDS	819				hypothetical protein
BHOONDMH_02469	CDS	1272	fldB_2	4.2.1.-		(R)-phenyllactyl-CoA dehydratase alpha subunit
BHOONDMH_02470	CDS	1695				hypothetical protein
BHOONDMH_02471	CDS	1152				hypothetical protein
BHOONDMH_02472	CDS	1485	sasA_19	2.7.-.-		Adaptive-response sensory-kinase SasA
BHOONDMH_02473	CDS	693	arlR		COG0745	Response regulator ArlR
BHOONDMH_02474	CDS	459				hypothetical protein
BHOONDMH_02475	CDS	600				hypothetical protein
BHOONDMH_02476	CDS	990	yxeI		COG3049	putative protein YxeI
BHOONDMH_02477	CDS	594				hypothetical protein
BHOONDMH_02478	CDS	1389	gntT		COG2610	High-affinity gluconate transporter
BHOONDMH_02479	CDS	1005	pdxA2	1.1.1.409	COG1995	D-erythronate 4-phosphate dehydrogenase
BHOONDMH_02480	CDS	1320	denK	2.7.1.220	COG3395	D-erythronate kinase
BHOONDMH_02481	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
BHOONDMH_02482	CDS	894				hypothetical protein
BHOONDMH_02483	CDS	1386				hypothetical protein
BHOONDMH_02484	CDS	270				hypothetical protein
BHOONDMH_02485	CDS	594				hypothetical protein
BHOONDMH_02486	CDS	522				hypothetical protein
BHOONDMH_02487	CDS	654				hypothetical protein
BHOONDMH_02488	CDS	252				hypothetical protein
BHOONDMH_02489	CDS	381				hypothetical protein
BHOONDMH_02490	CDS	366				hypothetical protein
BHOONDMH_02491	CDS	2463				hypothetical protein
BHOONDMH_02492	CDS	1731				hypothetical protein
BHOONDMH_02493	CDS	675				hypothetical protein
BHOONDMH_02494	CDS	177				hypothetical protein
BHOONDMH_02495	CDS	1428				hypothetical protein
BHOONDMH_02496	CDS	915	xerD_3		COG4974	Tyrosine recombinase XerD
BHOONDMH_02497	CDS	174				hypothetical protein
BHOONDMH_02498	CDS	288				hypothetical protein
BHOONDMH_02499	CDS	489	rpoA_2	2.7.7.6		DNA-directed RNA polymerase subunit alpha
BHOONDMH_02500	CDS	180				hypothetical protein
BHOONDMH_02501	CDS	153				hypothetical protein
BHOONDMH_02502	CDS	273				hypothetical protein
BHOONDMH_02503	CDS	165				hypothetical protein
BHOONDMH_02504	CDS	741				hypothetical protein
BHOONDMH_02505	CDS	222				hypothetical protein
BHOONDMH_02506	CDS	132				hypothetical protein
BHOONDMH_02507	CDS	165				hypothetical protein
BHOONDMH_02508	CDS	141				hypothetical protein
BHOONDMH_02509	CDS	216				hypothetical protein
BHOONDMH_02510	CDS	690				hypothetical protein
BHOONDMH_02511	CDS	174				hypothetical protein
BHOONDMH_02512	CDS	246				hypothetical protein
BHOONDMH_02513	CDS	660				hypothetical protein
BHOONDMH_02514	CDS	288				hypothetical protein
BHOONDMH_02515	CDS	147				hypothetical protein
BHOONDMH_02516	CDS	144				hypothetical protein
BHOONDMH_02517	CDS	234				hypothetical protein
BHOONDMH_02518	CDS	261				hypothetical protein
BHOONDMH_02519	CDS	315				hypothetical protein
BHOONDMH_02520	CDS	120				hypothetical protein
BHOONDMH_02521	CDS	159				hypothetical protein
BHOONDMH_02522	CDS	165				hypothetical protein
BHOONDMH_02523	CDS	159				hypothetical protein
BHOONDMH_02524	CDS	330				hypothetical protein
BHOONDMH_02525	CDS	1251				hypothetical protein
BHOONDMH_02526	CDS	1977	ligA_2	6.5.1.2		DNA ligase
BHOONDMH_02527	CDS	270				hypothetical protein
BHOONDMH_02528	CDS	1065				hypothetical protein
BHOONDMH_02529	CDS	1401				hypothetical protein
BHOONDMH_02530	CDS	459				hypothetical protein
BHOONDMH_02531	CDS	498				hypothetical protein
BHOONDMH_02532	CDS	588				hypothetical protein
BHOONDMH_02533	CDS	957				hypothetical protein
BHOONDMH_02534	CDS	720				hypothetical protein
BHOONDMH_02535	CDS	186				hypothetical protein
BHOONDMH_02536	CDS	141				hypothetical protein
BHOONDMH_02537	CDS	267				hypothetical protein
BHOONDMH_02538	CDS	201				hypothetical protein
BHOONDMH_02539	CDS	1380				hypothetical protein
BHOONDMH_02540	CDS	339				hypothetical protein
BHOONDMH_02541	CDS	942				hypothetical protein
BHOONDMH_02542	CDS	195				hypothetical protein
BHOONDMH_02543	CDS	120				hypothetical protein
BHOONDMH_02544	CDS	330				hypothetical protein
BHOONDMH_02545	CDS	306				hypothetical protein
BHOONDMH_02546	CDS	102				hypothetical protein
BHOONDMH_02547	CDS	258				hypothetical protein
BHOONDMH_02548	CDS	750				hypothetical protein
BHOONDMH_02549	CDS	147				hypothetical protein
BHOONDMH_02550	CDS	198				hypothetical protein
BHOONDMH_02551	CDS	315				hypothetical protein
BHOONDMH_02552	CDS	183				hypothetical protein
BHOONDMH_02553	CDS	333				hypothetical protein
BHOONDMH_02554	CDS	156				hypothetical protein
BHOONDMH_02555	CDS	264				hypothetical protein
BHOONDMH_02556	CDS	1017	xerD_4		COG4974	Tyrosine recombinase XerD
BHOONDMH_02557	CDS	423	nucS	3.1.-.-		Endonuclease NucS
BHOONDMH_02558	CDS	1257				hypothetical protein
BHOONDMH_02559	CDS	270				hypothetical protein
BHOONDMH_02560	CDS	231				hypothetical protein
BHOONDMH_02561	CDS	294				hypothetical protein
BHOONDMH_02562	CDS	318				hypothetical protein
BHOONDMH_02563	CDS	222				hypothetical protein
BHOONDMH_02564	CDS	210				hypothetical protein
BHOONDMH_02565	CDS	192				hypothetical protein
BHOONDMH_02566	CDS	168				hypothetical protein
BHOONDMH_02567	CDS	228				hypothetical protein
BHOONDMH_02568	CDS	288				hypothetical protein
BHOONDMH_02569	CDS	1089				hypothetical protein
BHOONDMH_02570	CDS	303				hypothetical protein
BHOONDMH_02571	CDS	570				hypothetical protein
BHOONDMH_02572	CDS	171				hypothetical protein
BHOONDMH_02573	CDS	615				hypothetical protein
BHOONDMH_02574	CDS	531				hypothetical protein
BHOONDMH_02575	CDS	225				hypothetical protein
BHOONDMH_02576	CDS	210				hypothetical protein
BHOONDMH_02577	CDS	264				hypothetical protein
BHOONDMH_02578	CDS	285				hypothetical protein
BHOONDMH_02579	CDS	345				hypothetical protein
BHOONDMH_02580	CDS	390				hypothetical protein
BHOONDMH_02581	CDS	225				hypothetical protein
BHOONDMH_02582	CDS	1095				hypothetical protein
BHOONDMH_02583	CDS	387				hypothetical protein
BHOONDMH_02584	CDS	252				hypothetical protein
BHOONDMH_02585	CDS	378				hypothetical protein
BHOONDMH_02586	CDS	249				hypothetical protein
BHOONDMH_02587	CDS	270				hypothetical protein
BHOONDMH_02588	CDS	195				hypothetical protein
BHOONDMH_02589	CDS	285				hypothetical protein
BHOONDMH_02590	CDS	612				hypothetical protein
BHOONDMH_02591	CDS	1725				hypothetical protein
BHOONDMH_02592	CDS	189				hypothetical protein
BHOONDMH_02593	CDS	657				hypothetical protein
BHOONDMH_02594	CDS	360				hypothetical protein
BHOONDMH_02595	CDS	1107	cetZ			Tubulin-like protein CetZ
BHOONDMH_02596	CDS	270				hypothetical protein
BHOONDMH_02597	CDS	741				hypothetical protein
BHOONDMH_02598	CDS	846				hypothetical protein
BHOONDMH_02599	CDS	840				hypothetical protein
BHOONDMH_02600	CDS	312				hypothetical protein
BHOONDMH_02601	CDS	348				hypothetical protein
BHOONDMH_02602	CDS	201				hypothetical protein
BHOONDMH_02603	CDS	216				hypothetical protein
BHOONDMH_02604	CDS	1647				hypothetical protein
BHOONDMH_02605	CDS	1683				hypothetical protein
BHOONDMH_02606	CDS	1110				hypothetical protein
BHOONDMH_02607	CDS	843				hypothetical protein
BHOONDMH_02608	CDS	651				hypothetical protein
BHOONDMH_02609	CDS	558				hypothetical protein
BHOONDMH_02610	CDS	288	hup_1			DNA-binding protein HU
BHOONDMH_02611	CDS	1224				hypothetical protein
BHOONDMH_02612	CDS	195				hypothetical protein
BHOONDMH_02613	CDS	363				hypothetical protein
BHOONDMH_02614	CDS	267				hypothetical protein
BHOONDMH_02615	CDS	156				hypothetical protein
BHOONDMH_02616	CDS	303				hypothetical protein
BHOONDMH_02617	tRNA	88				tRNA-Ser(gct)
BHOONDMH_02618	CDS	822				hypothetical protein
BHOONDMH_02619	CDS	327				hypothetical protein
BHOONDMH_02620	CDS	147				hypothetical protein
BHOONDMH_02621	CDS	1362				hypothetical protein
BHOONDMH_02622	CDS	564				hypothetical protein
BHOONDMH_02623	CDS	249				hypothetical protein
BHOONDMH_02624	CDS	1047				hypothetical protein
BHOONDMH_02625	CDS	1833				hypothetical protein
BHOONDMH_02626	CDS	1635				hypothetical protein
BHOONDMH_02627	CDS	153				hypothetical protein
BHOONDMH_02628	CDS	1527				hypothetical protein
BHOONDMH_02629	CDS	456				hypothetical protein
BHOONDMH_02630	CDS	990				hypothetical protein
BHOONDMH_02631	CDS	708				hypothetical protein
BHOONDMH_02632	CDS	465				hypothetical protein
BHOONDMH_02633	CDS	1320				hypothetical protein
BHOONDMH_02634	CDS	513				hypothetical protein
BHOONDMH_02635	CDS	540				hypothetical protein
BHOONDMH_02636	CDS	783				hypothetical protein
BHOONDMH_02637	CDS	1002				hypothetical protein
BHOONDMH_02638	CDS	624				hypothetical protein
BHOONDMH_02639	CDS	489				hypothetical protein
BHOONDMH_02640	CDS	240				hypothetical protein
BHOONDMH_02641	CDS	360				hypothetical protein
BHOONDMH_02642	CDS	360				hypothetical protein
BHOONDMH_02643	CDS	201				hypothetical protein
BHOONDMH_02644	CDS	369				hypothetical protein
BHOONDMH_02645	CDS	243				hypothetical protein
BHOONDMH_02646	CDS	528				hypothetical protein
BHOONDMH_02647	CDS	1494				hypothetical protein
BHOONDMH_02648	CDS	414				hypothetical protein
BHOONDMH_02649	CDS	255				hypothetical protein
BHOONDMH_02650	CDS	963				hypothetical protein
BHOONDMH_02651	CDS	5148	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
BHOONDMH_02652	CDS	3018				hypothetical protein
BHOONDMH_02653	CDS	2136				hypothetical protein
BHOONDMH_02654	CDS	186				hypothetical protein
BHOONDMH_02655	CDS	1131				IS607 family transposase ISCbo9
BHOONDMH_02656	CDS	1410				hypothetical protein
BHOONDMH_02657	CDS	870				hypothetical protein
BHOONDMH_02658	CDS	579				hypothetical protein
BHOONDMH_02659	CDS	549				hypothetical protein
BHOONDMH_02660	CDS	1071				hypothetical protein
BHOONDMH_02661	CDS	2910				hypothetical protein
BHOONDMH_02662	CDS	258				hypothetical protein
BHOONDMH_02663	CDS	1008				hypothetical protein
BHOONDMH_02664	CDS	1092				hypothetical protein
BHOONDMH_02665	CDS	342				hypothetical protein
BHOONDMH_02666	CDS	1512				hypothetical protein
BHOONDMH_02667	CDS	417				hypothetical protein
BHOONDMH_02668	CDS	321				hypothetical protein
BHOONDMH_02669	CDS	1302				hypothetical protein
BHOONDMH_02670	CDS	1281				hypothetical protein
BHOONDMH_02671	CDS	741				hypothetical protein
BHOONDMH_02672	CDS	741				hypothetical protein
BHOONDMH_02673	CDS	840				hypothetical protein
BHOONDMH_02674	CDS	807				hypothetical protein
BHOONDMH_02675	CDS	858	xerD_5		COG4974	Tyrosine recombinase XerD
BHOONDMH_02676	CDS	186				hypothetical protein
BHOONDMH_02677	CDS	1590				hypothetical protein
BHOONDMH_02678	CDS	960	xerC_3			Tyrosine recombinase XerC
BHOONDMH_02679	CDS	210				hypothetical protein
BHOONDMH_02680	CDS	1311				hypothetical protein
BHOONDMH_02681	CDS	660				hypothetical protein
BHOONDMH_02682	CDS	699	thyX_2	2.1.1.148		Flavin-dependent thymidylate synthase
